WKT,id,nombre,tipo,etapa,etapa_obse,estado,subcategor,calle,altura,calle2,direccion_,barrio,comuna
"POINT (-58.4029021724375 -34.5685386532384)",305,Parque Manuel Belgrano (ex KTD),Parques y Plazas,Gestión previa HRL,1ra. ETAPA / Disponible,Disponible,Parques y Plazas,"SALGUERO, JERONIMO",3400,,"SALGUERO, JERONIMO 3400",Recoleta,Comuna 2
"POINT (-58.3659244153058 -34.6278843798365)",302,Htal. Argerich,Hospitales y Centros de Salud,Gestión previa HRL,jul-14,Disponible,Hospital,Pi y Margall,750,,PI Y MARGALL 750,Boca,Comuna 4
"POINT (-58.4520283511224 -34.5902634785757)",301,Centro Único de Coordinación y Control,Espacio Público,Gestión previa HRL,jul-14,Disponible,Edificios del GCABA,Newbery,0,Guzman,"NEWBERY, JORGE AV. y GUZMAN",Chacarita,Comuna 15
"POINT (-58.4431410853125 -34.6652895592504)",300,SECHI,Espacio Público,Gestión previa HRL,jul-14,Disponible,Inclusión,"Acosta, Mariano",0,Corrales,"ACOSTA, MARIANO y CORRALES",Villa Soldati,Comuna 8
"POINT (-58.4625239766791 -34.6359544244191)",299,Ente de Higiene Urbana,Espacio Público,Gestión previa HRL,jul-14,Disponible,Edificios del GCABA,Varela,555,,VARELA AV. 555,Flores,Comuna 7
"POINT (-58.3705064409783 -34.6120207338252)",298,Ente de Turismo,Espacio Público,Gestión previa HRL,jul-14,Disponible,Edificios del GCABA,Balcarce,360,,BALCARCE 360,Monserrat,Comuna 1
"POINT (-58.4419465224494 -34.580057891379)",297,Centro de Exposiciones El Dorrego,Espacio Público,Gestión previa HRL,jul-14,Disponible,Centro de Exposiciones y Culturales,Dorrego,0,Zapiola,DORREGO y ZAPIOLA,Palermo,Comuna 14
"POINT (-58.3901157642737 -34.6043592935059)",296,Corrientes 1650,Área Central,Gestión previa HRL,jun-14,Disponible,Corrientes,Corrientes,1650,,CORRIENTES AV. 1650,San Nicolas,Comuna 1
"POINT (-58.3548569013877 -34.6160299195915)",294,Reserva Ecológica Costanera Sur (Salón eventos y oficinas),Parques y Plazas,Gestión previa HRL,jul-14,Disponible,Parques y Plazas,"ACHAVAL RODRIGUEZ, T., DR. AV.",1402,,"ACHAVAL RODRIGUEZ, T., DR. AV. 1402",Puerto Madero,Comuna 1
"POINT (-58.3806970261291 -34.605494217604)",291,Dirección Gral. de Infracciones,Espacio Público,Gestión previa HRL,,Disponible,Edificios del GCABA,Carlos Pellegrini,211,,"PELLEGRINI, CARLOS 211",San Nicolas,Comuna 1
"POINT (-58.4115964109827 -34.6002795644387)",290,Centro Cultural Alfonsina Storni,Espacio Público,Gestión previa HRL,,Disponible,Centro de Exposiciones y Culturales,TUCUMAN,3233,,TUCUMAN 3233,Balvanera,Comuna 3
"POINT (-58.4172183197889 -34.5918177680513)",289,Centro Cultural Tato Bores,Espacio Público,Gestión previa HRL,,Disponible,Centro de Exposiciones y Culturales,SOLER,3929,,SOLER 3929,Palermo,Comuna 14
"POINT (-58.4082197456076 -34.6077698204081)",286,Agencia Gubenamental de Control,Espacio Público,Gestión previa HRL,,Disponible,Edificios del GCABA,"PERON, JUAN DOMINGO, TTE. GENERAL",2941,,"PERON, JUAN DOMINGO, TTE. GENERAL 2941",Balvanera,Comuna 3
"POINT (-58.3777581653677 -34.6075373695418)",285,Ministerio de Educación GCBA,Espacio Público,Gestión previa HRL,,Disponible,Edificios del GCABA,Esmeralda,55,,ESMERALDA 55,San Nicolas,Comuna 1
"POINT (-58.4361381568079 -34.6384719790709)",284,Centro Cultural Plaza Flores,Espacio Público,Gestión previa HRL,,Disponible,Centro de Exposiciones y Culturales,Cachimayo,1675,,CACHIMAYO 1675,Parque Chacabuco,Comuna 7
"POINT (-58.3842176489055 -34.6063520688123)",283,Joaquín V. González,Biblioteca,Gestión previa HRL,,Disponible,Biblioteca,"PERON, JUAN DOMINGO, TTE. GENERAL",1242,,"PERON, JUAN DOMINGO, TTE. GENERAL 1242",San Nicolas,Comuna 1
"POINT (-58.456448305911 -34.6378141566443)",282,Mariano Pelliza,Biblioteca,Gestión previa HRL,,Disponible,Biblioteca,Cranwel,819,,CRANWELL 819,Flores,Comuna 7
"POINT (-58.4382975013565 -34.6340362105459)",279,Estanislao del Campo,Biblioteca,Gestión previa HRL,,Disponible,Biblioteca,De las Artes,1210,,DE LAS ARTES 1210,Parque Chacabuco,Comuna 7
"POINT (-58.4538277741592 -34.6442095473877)",248,Htal. Piñero,Hospitales y Centros de Salud,Gestión previa HRL,,Disponible,Hospital,Varela,1301,,VARELA AV. 1301,Flores,Comuna 7
"POINT (-58.4397714727249 -34.5989689710426)",247,Estación Malabia - Osvaldo Pugliese - Línea B,Subte,Segunda etapa HRL,Julio-2017,Disponible,Línea B,CORRIENTES AV.,0,Malabia,CORRIENTES AV. y MALABIA,Villa Crespo,Comuna 15
"POINT (-58.4209684054352 -34.603165969914)",245,Estación Medrano - Línea B,Subte,Segunda etapa HRL,Julio-2017,Disponible,Línea B,CORRIENTES AV.,0,Medrano,CORRIENTES AV. y MEDRANO AV.,Almagro,Comuna 5
"POINT (-58.3872962517645 -34.6040936483628)",236,Estación Uruguay - Línea B,Subte,Segunda etapa HRL,Julio-2017,Disponible,Línea B,CORRIENTES AV.,0,URUGUAY,CORRIENTES AV. y URUGUAY,San Nicolas,Comuna 1
"POINT (-58.4433986756609 -34.6340647280761)",234,Centro Cultural Adán Buenosayres,Espacio Público,Gestión previa HRL,,Disponible,Centro de Exposiciones y Culturales,Asamblea,1200,,ASAMBLEA AV. 1200,Parque Chacabuco,Comuna 7
"POINT (-58.4057945515232 -34.6384045588822)",233,Estación Parque Patricios - Línea H,Subte,Segunda etapa HRL,Julio-2017,Disponible,Línea H,CASEROS AV.,0,La Rioja,CASEROS AV. y LA RIOJA,Parque Patricios,Comuna 4
"POINT (-58.3887117031641 -34.6042484290622)",226,Corrientes 1550,Área Central,Gestión previa HRL,jun-14,Disponible,Corrientes,Corrientes,1550,,CORRIENTES AV. 1550,San Nicolas,Comuna 1
"POINT (-58.3880545662544 -34.6148582303323)",224,Alfonsina Storni y Martín Del Barco Centenera,Biblioteca,Gestión previa HRL,5ta. ETAPA / Noviembre 2012 (Bibliotecas Públicas),Disponible,Biblioteca,REPUBLICA BOLIVARIANA DE VENEZUELA,1538,,REPUBLICA BOLIVARIANA DE VENEZUELA 1538,Monserrat,Comuna 1
"POINT (-58.3568738498806 -34.6286775379831)",215,Usina del Arte,Espacio Público,Gestión previa HRL,,Disponible,Centro de Exposiciones y Culturales,DON PEDRO DE MENDOZA AV.,501,,DON PEDRO DE MENDOZA AV. 501,Boca,Comuna 4
"POINT (-58.3741886796675 -34.5927778768163)",213,Torre Monumental,Espacio Público,Gestión previa HRL,,Disponible,Museos,DEL LIBERTADOR AV.,49,,DEL LIBERTADOR AV. 49,Retiro,Comuna 1
"POINT (-58.3886178630316 -34.6043767825154)",212,Teatro San Martín,Espacio Público,Gestión previa HRL,,Disponible,Teatro,CORRIENTES AV.,1530,,CORRIENTES AV. 1530,San Nicolas,Comuna 1
"POINT (-58.4848591212175 -34.6457329604874)",211,Subsede Comunal 9,Sede Comunal,Gestión previa HRL,,Disponible,Subede Comunal,DIRECTORIO AV.,4344,,DIRECTORIO AV. 4344,Parque Avellaneda,Comuna 9
"POINT (-58.4410671831614 -34.6321643684323)",210,Subsede Comunal 6,Sede Comunal,Gestión previa HRL,,Disponible,Subede Comunal,"MITRE, EMILIO",954,,"MITRE, EMILIO 954",Parque Chacabuco,Comuna 7
"POINT (-58.4103509605161 -34.6381304682077)",209,Subsede Comunal 5,Sede Comunal,Gestión previa HRL,,Disponible,Subede Comunal,CASEROS AV.,3250,,CASEROS AV. 3250,Parque Patricios,Comuna 4
"POINT (-58.4980980687797 -34.6014064306566)",208,Subsede Comunal 11,Sede Comunal,Gestión previa HRL,,Disponible,Subede Comunal,"GUTIERREZ, RICARDO",3253,,"GUTIERREZ, RICARDO 3253",Villa Del Parque,Comuna 11
"POINT (-58.5049435876355 -34.6595468354037)",207,Sede de Comuna 9,Sede Comunal,Gestión previa HRL,4ta. ETAPA / Septiembre 2012 (Sedes Comunales),Disponible,Sede Comunal,"GORDILLO, TIMOTEO",2212,,"GORDILLO, TIMOTEO 2212",Mataderos,Comuna 9
"POINT (-58.455093197257 -34.6849235949623)",206,Sede de Comuna 8,Sede Comunal,Gestión previa HRL,4ta. ETAPA / Septiembre 2012 (Sedes Comunales),Disponible,Sede Comunal,"ROCA, CNEL. AV.",5252,,"ROCA, CNEL. AV. 5252",Villa Riachuelo,Comuna 8
"POINT (-58.4312329362698 -34.6089557385182)",204,Sede de Comuna 6,Sede Comunal,Gestión previa HRL,4ta. ETAPA / Septiembre 2012 (Sedes Comunales),Disponible,Sede Comunal,DIAZ VELEZ AV.,4558,,DIAZ VELEZ AV. 4558,Caballito,Comuna 6
"POINT (-58.3939157470549 -34.6237712348651)",203,Sede de Comuna 5,Sede Comunal,Gestión previa HRL,4ta. ETAPA / Septiembre 2012 (Sedes Comunales),Disponible,Sede Comunal,SARANDI,1273,,SARANDI 1273,San Cristobal,Comuna 3
"POINT (-58.3922508692999 -34.6284011836441)",202,Polo Circo,Espacio Público,Gestión previa HRL,,Disponible,Centro de Exposiciones y Culturales,COMBATE DE LOS POZOS,1700,Av. Juan de Garay,COMBATE DE LOS POZOS 1700,Parque Patricios,Comuna 4
"POINT (-58.4247170117109 -34.6502263309906)",201,Sede de Comuna 4,Sede Comunal,Gestión previa HRL,4ta. ETAPA / Septiembre 2012 (Sedes Comunales),Disponible,Sede Comunal,"CALDERON DE LA BARCA, PEDRO",2906,,BARCO CENTENERA del 2906,Villa Devoto,Comuna 11
"POINT (-58.3966816232213 -34.6030254923214)",200,Sede de Comuna 3,Sede Comunal,Gestión previa HRL,4ta. ETAPA / Septiembre 2012 (Sedes Comunales),Disponible,Sede Comunal,JUNIN,521,,JUNIN 521,Balvanera,Comuna 3
"POINT (-58.3936249720034 -34.5889216086894)",199,Subsede Comunal 2,Sede Comunal,Gestión previa HRL,4ta. ETAPA / Septiembre 2012 (Sedes Comunales),Disponible,Subede Comunal,Vicente Lopez,2050,,"LOPEZ, VICENTE 2050",Recoleta,Comuna 2
"POINT (-58.3990151523522 -34.5967187592215)",197,Sede de Comuna 2,Sede Comunal,Gestión previa HRL,4ta. ETAPA / Septiembre 2012 (Sedes Comunales),Disponible,Sede Comunal,"URIBURU JOSE E., Pres.",1022,,"URIBURU JOSE E., Pres. 1022",Recoleta,Comuna 2
"POINT (-58.4414454403581 -34.5870408901359)",196,Sede de Comuna 15,Sede Comunal,Gestión previa HRL,4ta. ETAPA / Septiembre 2012 (Sedes Comunales),Disponible,Sede Comunal,CORDOBA AV.,5690,,CORDOBA AV. 5690,Chacarita,Comuna 15
"POINT (-58.4090752291575 -34.5871946684559)",195,Sede de Comuna 14,Sede Comunal,Gestión previa HRL,4ta. ETAPA / Septiembre 2012 (Sedes Comunales),Disponible,Sede Comunal,BERUTI,3325,,BERUTI 3325,Palermo,Comuna 14
"POINT (-58.4639856684465 -34.5536943583089)",192,Sede de Comuna 13,Sede Comunal,Gestión previa HRL,4ta. ETAPA / Septiembre 2012 (Sedes Comunales),Disponible,Sede Comunal,CABILDO AV.,3067,,CABILDO AV. 3067,Nuñez,Comuna 13
"POINT (-58.4827880530232 -34.5686236694961)",191,Sede de Comuna 12,Sede Comunal,Gestión previa HRL,4ta. ETAPA / Septiembre 2012 (Sedes Comunales),Disponible,Sede Comunal,MILLER,2751,,MILLER 2751,Villa Urquiza,Comuna 12
"POINT (-58.516082742722 -34.6082133321452)",188,Sede de Comuna 11,Sede Comunal,Gestión previa HRL,4ta. ETAPA / Septiembre 2012 (Sedes Comunales),Disponible,Sede Comunal,"BEIRO, FRANCISCO AV.",4629,,"BEIRO, FRANCISCO AV. 4629",Villa Devoto,Comuna 11
"POINT (-58.483288168496 -34.6318212184487)",187,Sede de Comuna 10,Sede Comunal,Gestión previa HRL,4ta. ETAPA / Septiembre 2012 (Sedes Comunales),Disponible,Sede Comunal,BACACAY,3952,,BACACAY 3952,Floresta,Comuna 10
"POINT (-58.3870218543798 -34.600087448613)",186,Sede de Comuna 1,Sede Comunal,Gestión previa HRL,4ta. ETAPA / Septiembre 2012 (Sedes Comunales),Disponible,Sede Comunal,URUGUAY AV.,740,,URUGUAY AV. 740,San Nicolas,Comuna 1
"POINT (-58.4486314420913 -34.5612503363944)",185,Reina Batata (Infantil),Biblioteca,Gestión previa HRL,5ta. ETAPA / Noviembre 2012 (Bibliotecas Públicas),Disponible,Biblioteca,LA PAMPA,0,11 DE SEPTIEMBRE DE 1888,LA PAMPA y 11 DE SEPTIEMBRE DE 1888,Belgrano,Comuna 13
"POINT (-58.3934316670673 -34.5848979513757)",184,Pza. Alvear / Pza. Francia,Parques y Plazas,Gestión previa HRL,1ra. ETAPA / Disponible,Disponible,Parques y Plazas,DEL LIBERTADOR AV.,0,PUEYRREDON AV.,DEL LIBERTADOR AV. y PUEYRREDON AV.,Recoleta,Comuna 2
"POINT (-58.4551593478384 -34.6559969530935)",183,Portal Inclusivo Barrio Ramón Carrillo,Espacio Público,Gestión previa HRL,,Disponible,Inclusión,"ACOSTA, MARIANO",0,PASAJE K,"ACOSTA, MARIANO y PASAJE K",Villa Soldati,Comuna 8
"POINT (-58.3761724022273 -34.6524242517934)",182,Centro de Primera Infancia PULGARCITO,Espacio Público,Gestión previa HRL,jul-14,Disponible,Inclusión,Osvaldo Cruz,2101,,"CRUZ, OSVALDO AV. 2101",Barracas,Comuna 4
"POINT (-58.3917027809039 -34.5878084532115)",177,Plazoleta Juan XXIII,Parques y Plazas,Gestión previa HRL,,Disponible,Parques y Plazas,"ORTIZ, ROBERTO M., Pres.",0,"QUINTANA, MANUEL, PRES. AV.","ORTIZ, ROBERTO M., Pres. y QUINTANA, MANUEL, PRES. AV.",Recoleta,Comuna 2
"POINT (-58.3827005890398 -34.6006237268021)",176,Plaza Vaticano,Parques y Plazas,Gestión previa HRL,,Disponible,Parques y Plazas,VIAMONTE,0,CERRITO,VIAMONTE y CERRITO,San Nicolas,Comuna 1
"POINT (-58.3755546858542 -34.5945230004446)",175,Plaza San Martín,Parques y Plazas,Gestión previa HRL,,Disponible,Parques y Plazas,SUIPACHA,1300,,SUIPACHA 1300,Retiro,Comuna 1
"POINT (-58.4578191782196 -34.6146891377429)",172,Plaza Irlanda,Parques y Plazas,Gestión previa HRL,2da. ETAPA / Julio 2012,Disponible,Parques y Plazas,GAONA AV.,0,"ALVAREZ, DONATO, Tte. Gral.","GAONA AV. y ALVAREZ, DONATO, Tte. Gral.",Caballito,Comuna 6
"POINT (-58.3981426030067 -34.599140621116)",170,Plaza Houssay,Parques y Plazas,Gestión previa HRL,,Disponible,Parques y Plazas,CORDOBA AV.,2100,,CORDOBA AV. 2100,Balvanera,Comuna 3
"POINT (-58.4548225713544 -34.5616662614927)",169,Plaza Gral. Manuel Belgrano,Parques y Plazas,Gestión previa HRL,3ra. ETAPA / Agosto 2012,Disponible,Parques y Plazas,VUELTA DE OBLIGADO,0,JURAMENTO AV.,VUELTA DE OBLIGADO y JURAMENTO AV.,Belgrano,Comuna 13
"POINT (-58.5078090359757 -34.6258021242455)",167,Plaza Don Bosco,Parques y Plazas,Gestión previa HRL,2da. ETAPA / Julio 2012,Disponible,Parques y Plazas,"CALDERON DE LA BARCA, PEDRO",1500,,"CALDERON DE LA BARCA, PEDRO 1500",Monte Castro,Comuna 10
"POINT (-58.3816295807524 -34.6033146431118)",163,Plaza de la Republica,Parques y Plazas,Primera etapa HRL,Julio-16,Disponible,Parques y Plazas,CORRIENTES AV.,0,9 DE JULIO AV.,CORRIENTES AV. y 9 DE JULIO AV.,San Nicolas,Comuna 1
"POINT (-58.3806496804856 -34.6054758733795)",158,Edificio del Plata,Espacio Público,Gestión previa HRL,1ra. ETAPA / Disponible,Disponible,Edificios del GCABA,"PELLEGRINI, CARLOS",200,,"PELLEGRINI, CARLOS 200",San Nicolas,Comuna 1
"POINT (-58.3745760174691 -34.6084004956973)",157,Patio de la Cultura,Espacio Público,Gestión previa HRL,,Disponible,Edificios del GCABA,DE MAYO AV.,575,,DE MAYO AV. 575,Monserrat,Comuna 1
"POINT (-58.429219026885 -34.6152573675007)",156,Paseo de la Victoria,Espacio Público,Gestión previa HRL,,Disponible,Parques y Plazas,LA PLATA AV.,0,"YRIGOYEN, HIPOLITO AV.","LA PLATA AV. y YRIGOYEN, HIPOLITO AV.",Caballito,Comuna 6
"POINT (-58.3937819801425 -34.5890715496828)",153,Paseo de la Recoleta,Parques y Plazas,Gestión previa HRL,3ra. ETAPA / Agosto 2012,Disponible,Parques y Plazas,JUNIN,0,"LOPEZ, VICENTE","JUNIN y LOPEZ, VICENTE",Recoleta,Comuna 2
"POINT (-58.4997723194923 -34.5573636158096)",149,Parque Sarmiento,Parques y Plazas,Gestión previa HRL,1ra. ETAPA / Disponible,Disponible,Parques y Plazas,"BALBIN, RICARDO, DR. AV.",4750,,"BALBIN, RICARDO, DR. AV. 4750",Saavedra,Comuna 12
"POINT (-58.5140684161612 -34.64782921422)",148,Parque Santojanni,Parques y Plazas,Gestión previa HRL,2da. ETAPA / Julio 2012,Disponible,Parques y Plazas,"LEGUIZAMON, MARTINIANO",0,PATRON,"LEGUIZAMON, MARTINIANO y PATRON",Liniers,Comuna 9
"POINT (-58.4413459514516 -34.674653689653)",145,Parque Roca,Parques y Plazas,Gestión previa HRL,3ra. ETAPA / Agosto 2012,Disponible,Parques y Plazas,"ROCA, CNEL. AV.",3400,,"ROCA, CNEL. AV. 3400",Villa Soldati,Comuna 8
"POINT (-58.4067585768479 -34.63861027923)",144,Parque Patricios,Parques y Plazas,Gestión previa HRL,3ra. ETAPA / Agosto 2012,Disponible,Parques y Plazas,USPALLATA,0,MONTEAGUDO,USPALLATA y MONTEAGUDO,Parque Patricios,Comuna 4
"POINT (-58.3920022966057 -34.5828076747071)",143,Facultad de Derecho,Espacio Público,Gestión previa HRL,,Disponible,Otros establecimientos,alcorta,0,PUEYRREDON AV.,"FIGUEROA ALCORTA, PRES. AV. y PUEYRREDON AV.",Recoleta,Comuna 2
"POINT (-58.450454777315 -34.5898896102022)",142,Parque Los Andes,Parques y Plazas,Gestión previa HRL,1ra. ETAPA / Disponible,Disponible,Parques y Plazas,CORRIENTES AV.,0,"ARENAL, CONCEPCION","CORRIENTES AV. y ARENAL, CONCEPCION",Chacarita,Comuna 15
"POINT (-58.4591109950493 -34.6652987965427)",140,Parque Indoamericano,Parques y Plazas,Gestión previa HRL,1ra. ETAPA / Disponible,Disponible,Parques y Plazas,ESCALADA AV.,0,CASTAÑARES AV.,ESCALADA AV. y CASTAÑARES AV.,Villa Soldati,Comuna 8
"POINT (-58.3854147571991 -34.6338288332998)",139,Parque España,Parques y Plazas,Gestión previa HRL,3ra. ETAPA / Agosto 2012,Disponible,Parques y Plazas,"ALCORTA, AMANCIO AV.",0,BAIGORRI,"ALCORTA, AMANCIO AV. y BAIGORRI",Barracas,Comuna 4
"POINT (-58.4577579497587 -34.5284958723103)",138,Parque de los Niños,Parques y Plazas,Gestión previa HRL,3ra. ETAPA / Agosto 2012,Disponible,Parques y Plazas,"PAZ, GRAL. AV.",0,"CANTILO, Int.","PAZ, GRAL. AV. y CANTILO, Int.",Nuñez,Comuna 13
"POINT (-58.4585264176268 -34.6793026146634)",136,Parque de las Victorias,Parques y Plazas,Gestión previa HRL,3ra. ETAPA / Agosto 2012,Disponible,Parques y Plazas,"ROCA, CNEL. AV.",0,LARRAZABAL AV.,"ROCA, CNEL. AV. y LARRAZABAL AV.",Villa Lugano,Comuna 8
"POINT (-58.4382144015995 -34.5410387601409)",135,Parque de la Memoria,Parques y Plazas,Gestión previa HRL,1ra. ETAPA / Disponible,Disponible,Parques y Plazas,"OBLIGADO RAFAEL, Av.Costanera",5700,,"OBLIGADO RAFAEL, Av.Costanera 5700",Palermo,Comuna 14
"POINT (-58.4510940952315 -34.6717343086363)",133,Parque de la Ciudad,Parques y Plazas,Gestión previa HRL,2da. ETAPA / Julio 2012,Disponible,Parques y Plazas,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",0,ESCALADA AV.,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. y ESCALADA AV.",Villa Soldati,Comuna 8
"POINT (-58.4422012066418 -34.6347811925796)",131,Parque Chacabuco - Extensión,Parques y Plazas,Gestión previa HRL,3ra. ETAPA / Agosto 2012,Disponible,Parques y Plazas,ASAMBLEA AV.,0,CURAPALIGUE AV.,ASAMBLEA AV. y CURAPALIGUE AV.,Parque Chacabuco,Comuna 7
"POINT (-58.4429484187357 -34.634943956263)",130,Parque Chacabuco,Parques y Plazas,Gestión previa HRL,1ra. ETAPA / Disponible,Disponible,Parques y Plazas,"PERON, EVA AV.",0,CURAPALIGUE,"PERON, EVA AV. y CURAPALIGUE",Parque Chacabuco,Comuna 7
"POINT (-58.4375498244725 -34.6070592787277)",129,Parque Centenario - Extensión,Parques y Plazas,Gestión previa HRL,,Disponible,Parques y Plazas,DIAZ VELEZ AV.,0,"LOBOS, ELEODORO, Dr.","DIAZ VELEZ AV. y LOBOS, ELEODORO, Dr.",Caballito,Comuna 6
"POINT (-58.4357032105035 -34.6065385142438)",128,Parque Centenario,Parques y Plazas,Gestión previa HRL,1ra. ETAPA / Disponible,Disponible,Parques y Plazas,DIAZ VELEZ AV.,0,"LOBOS, ELEODORO, Dr.","DIAZ VELEZ AV. y LOBOS, ELEODORO, Dr.",Caballito,Comuna 6
"POINT (-58.4791780437484 -34.6451854780061)",127,Parque Avellaneda,Parques y Plazas,Gestión previa HRL,3ra. ETAPA / Agosto 2012,Disponible,Parques y Plazas,DIRECTORIO AV.,0,LACARRA,DIRECTORIO AV. y LACARRA,Parque Avellaneda,Comuna 9
"POINT (-58.421432051906 -34.5705766106117)",125,Museo Sívori,Museos,Gestión previa HRL,,Disponible,Museos,"ISABEL, INFANTA AV.",555,,"ISABEL, INFANTA AV. 555",Palermo,Comuna 14
"POINT (-58.4525188846842 -34.6177388141442)",124,Museo Luis Perlotti,Museos,Gestión previa HRL,,Disponible,Museos,PUJOL,642,,PUJOL 642,Caballito,Comuna 6
"POINT (-58.4556919522339 -34.5612675974179)",123,Museo Larreta,Museos,Gestión previa HRL,,Disponible,Museos,JURAMENTO AV.,2291,,JURAMENTO AV. 2291,Belgrano,Comuna 13
"POINT (-58.4049701604744 -34.5796091968091)",122,Museo José Hernández,Museos,Gestión previa HRL,,Disponible,Museos,DEL LIBERTADOR AV.,2373,,DEL LIBERTADOR AV. 2373,Palermo,Comuna 14
"POINT (-58.3802370529598 -34.5910625898017)",121,Museo Fernández Blanco,Museos,Gestión previa HRL,,Disponible,Museos,SUIPACHA,1422,,SUIPACHA 1422,Retiro,Comuna 1
"POINT (-58.3570953812576 -34.6294879750609)",119,Museo del Cine,Museos,Gestión previa HRL,,Disponible,Museos,"CAFFARENA, AGUSTIN R.",49,,"CAFFARENA, AGUSTIN R. 49",Boca,Comuna 4
"POINT (-58.3722231289722 -34.6104476482742)",117,Museo de la Ciudad,Museos,Gestión previa HRL,,Disponible,Museos,DEFENSA,219,,DEFENSA 219,Monserrat,Comuna 1
"POINT (-58.3705271174278 -34.6219734371874)",116,Museo de Arte Moderno (MAMBA),Museos,Gestión previa HRL,,Disponible,Museos,SAN JUAN AV.,350,,SAN JUAN AV. 350,San Telmo,Comuna 1
"POINT (-58.4077622868369 -34.6016784123375)",115,Museo Carlos Gardel,Museos,Gestión previa HRL,,Disponible,Museos,"JAURES, JEAN",735,,"JAURES, JEAN 735",Balvanera,Comuna 3
"POINT (-58.5264579247518 -34.6348297946947)",114,Miguel Cané,Biblioteca,Gestión previa HRL,,Disponible,Biblioteca,"JUSTO, JUAN B. AV.",9668,,"JUSTO, JUAN B. AV. 9668",Liniers,Comuna 9
"POINT (-58.3890008786666 -34.5995792789846)",113,Manuel Gálvez,Biblioteca,Gestión previa HRL,5ta. ETAPA / Noviembre 2012 (Bibliotecas Públicas),Disponible,Biblioteca,CORDOBA AV.,1558,,CORDOBA AV. 1558,San Nicolas,Comuna 1
"POINT (-58.4525973819311 -34.5636772401267)",112,Leopoldo Lugones,Biblioteca,Gestión previa HRL,5ta. ETAPA / Noviembre 2012 (Bibliotecas Públicas),Disponible,Biblioteca,LA PAMPA,2215,,LA PAMPA 2215,Belgrano,Comuna 13
"POINT (-58.4299312778028 -34.5978075534664)",111,Julio Cortázar,Biblioteca,Gestión previa HRL,5ta. ETAPA / Noviembre 2012 (Bibliotecas Públicas),Disponible,Biblioteca,LAVALLEJA,924,,LAVALLEJA 924,Villa Crespo,Comuna 15
"POINT (-58.4743663619951 -34.6651895954544)",110,Julio César Saguier,Biblioteca,Gestión previa HRL,5ta. ETAPA / Noviembre 2012 (Bibliotecas Públicas),Disponible,Biblioteca,ESCALADA AV.,0,"DELLEPIANE, LUIS, TTE. GRAL.","ESCALADA AV. y DELLEPIANE, LUIS, TTE. GRAL.",Villa Lugano,Comuna 8
"POINT (-58.4618197843991 -34.5648527685518)",109,José Mármol,Biblioteca,Gestión previa HRL,5ta. ETAPA / Noviembre 2012 (Bibliotecas Públicas),Disponible,Biblioteca,JURAMENTO,2937,,JURAMENTO 2937,Belgrano,Comuna 13
"POINT (-58.4290247865609 -34.6594926116402)",108,Centro Cultural Eladia Blázquez,Espacio Público,Gestión previa HRL,,Disponible,Centro de Exposiciones y Culturales,Rabanal,2275,,"RABANAL, FRANCISCO, INTENDENTE AV. 2275",Villa Soldati,Comuna 8
"POINT (-58.4910133329428 -34.5505371979479)",106,Parque del Precinto 12 (Plaza Hungría),Espacio Público,Gestión previa HRL,abr-14,Disponible,Parques y Plazas,Goyeneche,0,Ramallo,"GOYENECHE, ROBERTO PARQUE AV. y RAMALLO",Saavedra,Comuna 12
"POINT (-58.3601267430462 -34.6388929303699)",105,Htal. Quinquela Martín,Hospitales y Centros de Salud,Gestión previa HRL,,Disponible,Hospital,DON PEDRO DE MENDOZA AV.,1795,,DON PEDRO DE MENDOZA AV. 1795,Boca,Comuna 4
"POINT (-58.375845218526 -34.630212291207)",102,Htal. Maria Ferrer,Hospitales y Centros de Salud,Gestión previa HRL,,Disponible,Hospital,FINOCHIETTO ENRIQUE DR.,849,,FINOCHIETTO ENRIQUE DR. 849,Barracas,Comuna 4
"POINT (-58.4331500579085 -34.6071615843299)",101,Htal. Maria Curie,Hospitales y Centros de Salud,Gestión previa HRL,,Disponible,Hospital,CANGALLO,0,PATRICIAS ARGENTINAS AV.,CANGALLO y PATRICIAS ARGENTINAS AV.,Caballito,Comuna 6
"POINT (-58.381255566549 -34.6099440878641)",98,Estación Yrigoyen,Metrobus,Gestión previa HRL,,Disponible,9 de Julio,9 DE JULIO AV.,0,"YRIGOYEN, HIPOLITO","9 DE JULIO AV. y YRIGOYEN, HIPOLITO",Monserrat,Comuna 1
"POINT (-58.381030356945 -34.6145006069406)",97,Estación Venezuela,Metrobus,Gestión previa HRL,,Disponible,9 de Julio,9 DE JULIO AV.,0,REPUBLICA BOLIVARIANA DE VENEZUELA,9 DE JULIO AV. y  REPUBLICA BOLIVARIANA DE VENEZUELA,Monserrat,Comuna 1
"POINT (-58.3818123103929 -34.6005804300295)",96,Estación Teatro Colón,Metrobus,Gestión previa HRL,,Disponible,9 de Julio,9 DE JULIO AV.,0,VIAMONTE,9 DE JULIO AV. y VIAMONTE,San Nicolas,Comuna 1
"POINT (-58.3821303401802 -34.595845005054)",95,Estación Santa Fe,Metrobus,Gestión previa HRL,,Disponible,9 de Julio,9 DE JULIO AV.,0,SANTA FE AV.,9 DE JULIO AV. y SANTA FE AV.,Retiro,Comuna 1
