LAT,LNG,ID,NOMBRE,CALLE,ALTURA,PISO_DEPTO,DIRECCION_NORMALIZADA,BARRIO,COMUNA,CP,CPA,DIAS_Y_HORARIO,TELEFONOS,EMAIL,WEB,ACTIVIDAD,OTRAS_ACTIDADES,DEPENDENCIA,PUBLICO,SECTOR
-34.62187024,-58.37022074,1807,MUSEO DE ARTE CONTEMPORANEO BUENOS AIRES (MACBA),SAN JUAN AV.,328,,SAN JUAN AV. 328,SAN TELMO,COMUNA 01,1147,C1147AAO,"LUNES A VIERNES DE 12:00 A 19:00 SABADOS, DOMINGOS Y FERIADOS DE 11:00 A 19:30 MARTES: CERRADO",5263 9988,INFO@MACBA.COM.AR,WWW.MACBA.COM.AR,MUSEO,,,GENERAL,PRIVADO
-34.59088137,-58.37993772,113,MUSEO DE ARTE HISPANOAMERICANO ISAAC FERNANDEZ BLANCO,SUIPACHA,1422,,SUIPACHA 1422,RETIRO,COMUNA 01,1011,C1011ACF,"MARTES A VIERNES 14:00 A 19:00 SABADOS, DOMINGOS Y FERIADOS DE 11:00 A 19:00",4327-0272,MIFB_PRENSA@BUENOSAIRES.GOB.AR,HTTP://WWW.MUSEOFERNANDEZBLANCO.BUENOSAIRES.GOV.AR,MUSEO,,MINISTERIO DE CULTURA - DIRECCION GENERAL DE MUSEOS,GENERAL,ESTADO MUNICIPAL
-34.62189478,-58.37072272,114,MUSEO DE ARTE MODERNO DE BUENOS AIRES,SAN JUAN AV.,350,,SAN JUAN AV. 350,SAN TELMO,COMUNA 01,1147,C1147AAO,"LUNES A VIERNES 12:00 A 19:00 SABADOS, DOMINGOS Y FERIADOS DE 11:00 A 20:00",4361-6919,INFO@MUSEOMODERNO.ORG,HTTP://WWW.BUENOSAIRES.GOB.AR/MUSEOARTEMODERNO,MUSEO,,MINISTERIO DE CULTURA - DIRECCION GENERAL DE MUSEOS,GENERAL,ESTADO MUNICIPAL
-34.61792474,-58.35627689,369,"MUSEO DE CALCOS Y ESCULTURA COMPARADA ""ERNESTO DE LA CARCOVA""",ESPAÑA AV.,1701,,ESPAÑA AV. 1701,PUERTO MADERO,COMUNA 01,1107,C1107CND,CERRADO POR REFORMAS,4361-4419/3790,CARCOVA.MUSEODECALCOS@IUNA.EDU.AR,,MUSEO,,INSTITUTO UNIVERSITARIO NACIONAL DE ARTE,GENERAL,ESTADO NACIONAL
-34.60126007,-58.37839353,2078,"MUSEO DE INFORMATICA, COMPUTADORAS Y ACCESORIOS INFORMATICOS",TUCUMAN,810,1ER. SUBSUELO,TUCUMAN 810,SAN NICOLAS,COMUNA 01,1049,C1049AAR,,4393-3580,INFO@MUSEODEINFORMATICA.ORG.AR,WWW.MUSEODEINFORMATICA.ORG.AR,MUSEO,,,GENERAL,ONG
-34.60901414,-58.37149036,471,MUSEO DE LA ADMINISTRACION FEDERAL DE INGRESOS PUBLICOS (AFIP),"YRIGOYEN, HIPOLITO AV.",370,PB,"YRIGOYEN, HIPOLITO AV. 370",MONSERRAT,COMUNA 01,1086,C1086AAD,MARTES A JUEVES DE 10:00 A 14:00,4347-3445 / 4347-2171,MUSEO@AFIP.GOB.AR,WWW.AFIP.GOV.AR/INSTITUCIONAL/MUSEO,MUSEO,,ADMINISTRACION FEDERAL DE INGRESOS PUBLICOS.,GENERAL,ESTADO NACIONAL
-34.62026341,-58.38151715,2070,MUSEO DE LA CARICATURA SEVERO VACCARO,LIMA,1037,,LIMA 1037,CONSTITUCION,COMUNA 01,1073,C1073AAU,,4304-6497,,,MUSEO,,,GENERAL,PRIVADO
-34.61044854,-58.37207161,118,MUSEO DE LA CIUDAD,DEFENSA,219,,DEFENSA 219,MONSERRAT,COMUNA 01,1065,C1065AAC,LUNES A DOMINGOS DE 11:00 A 19:00,4331-9855 // 4343-2123,INFOMUSEOCIUDAD@BUENOSAIRES.GOB.AR,HTTP://WWW.BUENOSAIRES.GOB.AR/MUSEODELACIUDAD,MUSEO,,MINISTERIO DE CULTURA - DIRECCION GENERAL DE MUSEOS,GENERAL,ESTADO MUNICIPAL
-34.5940406,-58.37800454,1785,MUSEO DE LA DIPLOMACIA ARGENTINA,ARENALES,761,,ARENALES 761,RETIRO,COMUNA 01,1061,C1061AAA,,4819-7000,INFO@CANCILLERIA.GOB.AR,WWW.MRECIC.GOB.AR,MUSEO,,MINISTERIO DE RELACIONES EXTERIORES Y CULTO,GENERAL,ESTADO NACIONAL
-34.6191389,-58.37586759,1040,MUSEO DE LA EMIGRACION GALLEGA EN LA ARGENTINA M.E.G.A.,CHACABUCO,955,PISO 2,CHACABUCO 955,SAN TELMO,COMUNA 01,1069,C1069AAS,MIERCOLES Y VIERNES DE 15 A 20 HS Y SABADOS DE 17 A 20HS,4362-5963,MEGA-MUSEO@SPEEDY.COM.AR,WWW.FSGALLEGAS.ORG.AR,MUSEO,,,GENERAL,ONG
-34.62070273,-58.37052502,1786,MUSEO DE LA IGLESIA PARROQUIAL SAN PEDRO GONZALEZ TELMO Y SU CLAUSTRO HISTORICO,HUMBERTO 1°,340,,HUMBERTO 1° 340,SAN TELMO,COMUNA 01,1103,C1103ACH,,4361-1168,SECRETARIA@PARROQUIASANTELMO.ORG,,MUSEO,,,GENERAL,PRIVADO
-34.59251511,-58.36832066,1791,MUSEO DE LA INMIGRACION Y EX HOTEL DE INMIGRANTES,ANTARTIDA ARGENTINA AV.,1355,,ANTARTIDA ARGENTINA AV. 1355,RETIRO,COMUNA 01,1104,C1104ACA,"MARTES A DOMINGOS, DE 11:00 A 19:00 EN INVIERNO Y DE 12:00 A 20:00 EN VERANO",4317-0285,MUSEODELAINMIGRACION@MIGRACIONES.GOV.AR,WWW.MIGRACIONES.GOV.AR/ACCESIBLE/?MUSEO,MUSEO,,MINISTERIO DEL INTERIOR Y TRANSPORTE,GENERAL,ESTADO NACIONAL
-34.60379995,-58.37378282,477,MUSEO DE LA POLICIA FEDERAL ARGENTINA,SAN MARTIN,353,,SAN MARTIN 353,SAN NICOLAS,COMUNA 01,1004,C1004AAG,LUNES A VIERNES DE 14:00 A 18:00,4394-6857,,WWW.CPF.ORG.AR/NEW/MUSEO.PHP,MUSEO,,,GENERAL,ONG
-34.62306749,-58.36804022,1781,MUSEO DE LAS ESCUELAS,PASEO COLON AV.,1318,PB,PASEO COLON AV. 1318,SAN TELMO,COMUNA 01,1063,C1063ADN,,4372-6714,MUSEODELASESCUELAS@BUE.EDU.AR,HTTP://MUSEODELASESCUELAS.BLOGSPOT.COM.AR,MUSEO,,MINISTERIO DE EDUCACION DEL GOBIERNO DE LA CIUDAD DE BUENOS AIRES.,GENERAL,ESTADO MUNICIPAL
-34.61491182,-58.37366218,1787,MUSEO DE LA SOCIEDAD ARGENTINA DE ESCRITORES,MEXICO,524,,MEXICO 524,MONSERRAT,COMUNA 01,1097,C1097AAL,,4300-5319,,,MUSEO,,,GENERAL,PRIVADO
-34.60663856,-58.39005395,497,MUSEO DEL AUDIFONO,"PERON, JUAN DOMINGO, TTE. GENERAL",1647,,"PERON, JUAN DOMINGO, TTE. GENERAL 1647",SAN NICOLAS,COMUNA 01,1037,C1037ACE,LUNES A VIERNES DE 10:00 A 17:30,4382-9068,INFO@AUDIFONOSAUDIMEX.COM.AR,WWW.MUSEODELAUDIFONO.COM.AR,MUSEO,,,GENERAL,PRIVADO
-34.60893838,-58.3694437,367,MUSEO DEL BICENTENARIO,PASEO COLON AV.,100,,PASEO COLON AV. 100,MONSERRAT,COMUNA 01,1063,C1063ACN,MIERCOLES A DOMINGO Y FERIADOS DE 10 A 18 HORAS (EL INGRESO ESTA HABILITADO HASTA LAS 17:30 HORAS),4344-3802,MUSEO@PRESIDENCIA.GOV.AR,HTTP://WWW.CASAROSADA.GOB.AR/LA-CASA-ROSADA/MUSEO,MUSEO,,SUBSECRETARIA GENERAL DE LA PRESIDENCIA,GENERAL,ESTADO NACIONAL
-34.6093949,-58.36017705,121,MUSEO DEL HUMOR (MUHU),DE LOS ITALIANOS AV.,0,,"DE LOS ITALIANOS AV. Y VILLAFLOR, AZUCENA",PUERTO MADERO,COMUNA 01,0,0,LUNES A VIERNES DE 11 A 18 HS SABADOS Y DOMINGOS DE 10 A 20 HS FERIADOS DE 12 A 20 HS,4313-4079,MUSEODELHUMOR@BUENOSAIRES.GOB.AR,HTTP://WWW.BUENOSAIRES.GOB.AR/MUSEODELHUMOR,MUSEO,,MINISTERIO DE CULTURA - DIRECCION GENERAL DE MUSEOS,GENERAL,ESTADO MUNICIPAL
-34.61129133,-58.371198,366,"MUSEO ETNOGRAFICO ""JUAN BAUTISTA AMBROSETTI""",MORENO,350,,MORENO 350,MONSERRAT,COMUNA 01,1091,C1091AAH,"MARTES A VIERNES DE 13:00 A 19:00 SABADOS, DOMINGOS Y FERIADOS DE 15:00 A 19:00",4345-8196 // 4331-7788,INFO.MUSEO@FILO.UBA.AR,,MUSEO,,FACULTAD DE FILOSOFIA Y LETRAS. UNIVERSIDAD DE BUENOS AIRES.,GENERAL,ESTADO NACIONAL
-34.61015987,-58.37175925,492,MUSEO FRANCISCANO JOSE MARIA BOTTARO,"ALSINA, ADOLFO",380,,"ALSINA, ADOLFO 380",MONSERRAT,COMUNA 01,1087,C1087AAD,MIERCOLES A DOMINGOS DE 11:00 A 17:00,4331-0625,MUSEOFRANCISCANO@ARGENTINA.COM,WWW.COMPLEJOFRANCISCANO.COM.AR,MUSEO,,,GENERAL,PRIVADO
-34.58102619,-58.37483613,384,MUSEO HISTORICO DE GENDARMERIA NACIONAL,"CASTILLO, RAMON S., PRES. AV.",788,,"CASTILLO, RAMON S., PRES. AV. 788",RETIRO,COMUNA 01,1104,C1104AMT,LUNES A VIERNES DE 08:00 A 13:00,4310-2642,MUSEOGN@GENDARMERIA.GOV.AR,HTTP://WWW.GENDARMERIA.GOV.AR/HISTORIA/MUSEO.HTML,MUSEO,,DIRECTOR NACIONAL DE GENDARMERIA. MINISTERIO DE SEGURIDAD.,GENERAL,ESTADO NACIONAL
-34.62665161,-58.37085628,374,MUSEO HISTORICO NACIONAL,DEFENSA,1600,,DEFENSA 1600,SAN TELMO,COMUNA 01,1143,C1143AAH,LUNES A DOMINGOS DE 11:00 A 18:00,4307-1182,INFORMES@MHN.GOV.AR,HTTPS://MUSEOHISTORICONACIONAL.CULTURA.GOB.AR/,MUSEO,,DIRECCION NACIONAL DE PATRIMONIO Y MUSEOS. SECRETARIA DE CULTURA.,GENERAL,ESTADO NACIONAL
-34.60878363,-58.37364127,469,MUSEO HISTORICO NACIONAL DEL CABILDO Y DE LA REVOLUCION DE MAYO,BOLIVAR,65,,BOLIVAR 65,MONSERRAT,COMUNA 01,1066,C1066AAA,"DOMINGOS 12:30, 14:00 Y 15:30",4342-6729 // 4334-1782,CABILDONACIONAL@GMAIL.COM,HTTPS://CABILDONACIONAL.CULTURA.GOB.AR/,MUSEO,,DIRECCION NACIONAL DE PATRIMONIO Y MUSEOS. SECRETARIA DE CULTURA.,GENERAL,ESTADO NACIONAL
-34.60533478,-58.37376706,368,"MUSEO HISTORICO Y NUMISMATICO DEL BANCO CENTRAL DE LA REPUBLICA ARGENTINA ""DR. JOSE EVARISTO URIBURU""",SAN MARTIN,216,,SAN MARTIN 216,SAN NICOLAS,COMUNA 01,1004,C1004AAF,LUNES A VIERNES DE 10:00 A 15:00,4348-3882,MUSEO@BCRA.GOV.AR,WWW.BCRA.GOV.AR,MUSEO,,BANCO CENTRAL DE LA REPUBLICA ARGENTINA,GENERAL,ESTADO NACIONAL
-34.60666868,-58.37158151,466,MUSEO HISTORICO Y NUMISMATICO DEL BANCO DE LA NACION ARGENTINA,"MITRE, BARTOLOME",326,PISO 1,"MITRE, BARTOLOME 326",SAN NICOLAS,COMUNA 01,1036,C1036AAF,LUNES A VIERNES DE 10:00 A 13:00,4347-6277,,HTTP://WWW.BNA.COM.AR/INSTITUCIONAL/MUSEOHISTORICOYNUMISMATICO,MUSEO,,BANCO NACION.,GENERAL,ESTADO NACIONAL
-34.59963235,-58.38392759,377,MUSEO JUDIO DE BUENOS AIRES,LIBERTAD,769,PB,LIBERTAD 769,SAN NICOLAS,COMUNA 01,1012,C1012AAO,MARTES A  JUEVES DE 11:00 A 17:00 VIERNES DE 11:00 A 16:00 HS,4123-0832/ 0833,MUSEOJUDIO@JUDAICA.ORG.AR,WWW.MUSEOJUDIO.ORG.AR,MUSEO,,,GENERAL,PRIVADO
-34.60407554,-58.37384044,478,MUSEO MITRE,SAN MARTIN,336,,SAN MARTIN 336,SAN NICOLAS,COMUNA 01,1004,C1004AAH,LUNES A VIERNES DE 13:00 A 17:30,4394-8240 / 7659,,HTTP://WWW.MUSEOMITRE.GOB.AR/,MUSEO,,DIRECCION NACIONAL DE PATRIMONIO Y MUSEOS. SECRETARIA DE CULTURA.,GENERAL,ESTADO NACIONAL
-34.6082014,-58.37828313,495,MUSEO MUNDIAL DEL TANGO DE LA ACADEMIA NACIONAL DEL TANGO,RIVADAVIA AV.,833,,RIVADAVIA AV. 833,SAN NICOLAS,COMUNA 01,1002,C1002AAG,LUNES A VIERNES DE 14:30 A 19:30,4345-6967,ACADNALTANGO@SPEEDY.COM.AR,,MUSEO,,,GENERAL,PRIVADO
-34.61634392,-58.37785209,381,MUSEO NACIONAL DE LA HISTORIA DEL TRAJE,CHILE,832,,CHILE 832,MONSERRAT,COMUNA 01,1098,C1098AAR,"MARTES A DOMINGOS, DE 15 A 19 HS",4343-8427,INFO@MUSEODELTRAJE.GOB.AR,HTTPS://MUSEODELTRAJE.CULTURA.GOB.AR/,MUSEO,,DIRECCION NACIONAL DE PATRIMONIO Y MUSEOS. SECRETARIA DE CULTURA.,GENERAL,ESTADO NACIONAL
-34.58989209,-58.37894515,380,"MUSEO NACIONAL FERROVIARIO ""RAUL SCALABRINI ORTIZ""",DEL LIBERTADOR AV.,405,,DEL LIBERTADOR AV. 405,RETIRO,COMUNA 01,1001,C1001ABE,LUNES A VIERNES DE 10:00 A 18:00,4318-3343 // 3330,MUSEOFERROVIARIO@ADIFSE.COM.AR,HTTPS://WWW.ARGENTINA.GOB.AR/MUSEOFERROVIARIO,MUSEO,,ADMINISTRACION DE INFRAESTRUCTURAS FERROVIARIAS S.E.,GENERAL,ESTADO NACIONAL
-34.61027935,-58.39058099,486,"MUSEO PARLAMENTARIO ""SENADOR DOMINGO FAUSTINO SARMIENTO""","YRIGOYEN, HIPOLITO AV.",1702,PB,"YRIGOYEN, HIPOLITO AV. 1702",MONSERRAT,COMUNA 01,1089,C1089AAH,LUNES A VIERNES DE 10:00 A 18:00,2822-3020,MUSEO@SENADO.GOB.AR,HTTP://WWW.SENADO.GOV.AR/MICROSITIOS/MUSEO,MUSEO,,SENADO DE LA NACION. DIRECCION GENERAL DE CULTURA.,GENERAL,ESTADO NACIONAL
-34.6109581,-58.37572166,496,MUSEO PARTICIPATIVO MINERO MUMIN,"ROCA, JULIO A., PRESIDENTE DIAGONAL SUR AV.",651,PB,"ROCA, JULIO A., PRESIDENTE DIAGONAL SUR AV. 651",MONSERRAT,COMUNA 01,1067,C1067ABB,LUNES A VIERNES DE 9:00 A 17:00 HS,4349-3202 / 4450,MUMIN@SEGEMAR.GOV.AR,HTTP://MUMIN.GOB.AR/,MUSEO,,SECRETARIA DE MINERIA. SERVICIO GEOLOGICO MINIERO ARGENTINO (SEGEMAR).,GENERAL,ESTADO NACIONAL
-34.62070016,-58.37114863,1793,MUSEO PENITENCIARIO ARGENTINO ANTONIO BALLVE,HUMBERTO 1°,378,,HUMBERTO 1° 378,SAN TELMO,COMUNA 01,1103,C1103ACH,,4361-2263,MUSEOPENITENCIARIO@GMAIL.COM,HTTP://MUSEOPENITENCIARIOARGENTINO.BLOGSPOT.COM.AR,MUSEO,,SERVICIO PENITENCIARIO FEDERAL,GENERAL,ESTADO NACIONAL
-34.61524957,-58.36881242,1802,MUSEO TECNOLOGICO EDUARDO LATZINA,PASEO COLON AV.,650,,PASEO COLON AV. 650,MONSERRAT,COMUNA 01,1063,C1063ACT,,"4331-6444/5249, INTERNO 242/251",MUSEO@AEOK.ORG.AR,HTTP://WWW.AEOK.ORG/MUSEO/,MUSEO,,,GENERAL,ONG
-34.60289268,-58.38864392,372,MUSEO VICENTE LOPEZ Y PLANES SADAIC,LAVALLE,1547,PISO 1,LAVALLE 1547,SAN NICOLAS,COMUNA 01,1048,C1048AAK,LUNES A VIERNES DE 10:00 A 15:00,4379-8600,COVEJERO@SADAIC.ORG.AR,WWW.SADAIC.ORG.AR,MUSEO,,,GENERAL,PRIVADO
-34.60163442,-58.37669513,921,NACIONAL FOLKLORICA FM 98.7,MAIPU,555,,MAIPU 555,SAN NICOLAS,COMUNA 01,1006,C1006ACE,,4325-9100,PORTAL@RADIONACIONAL.GOV.AR,HTTP://FOLKLORICA.RADIONACIONAL.COM.AR/,RADIO LOCAL (AM Y FM),,SECRETARIA DE MEDIOS,GENERAL,ESTADO NACIONAL
-34.59777704,-58.38013411,339,ND ATENEO,PARAGUAY,918,,PARAGUAY 918,RETIRO,COMUNA 01,1057,C1057AAN,LUNES A SABADOS DE 12:00 A 20:00,4328-2888,,WWW.NDATENEO.COM.AR,"ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)",,,GENERAL,PRIVADO
-34.59995891,-58.3771901,1108,NEW GATE TRAVEL MEDIA,VIAMONTE,723,PISO 9,VIAMONTE 723,SAN NICOLAS,COMUNA 01,1053,C1053ABO,,4322-8301,INFO@NEWGATEMEDIA.COM,WWW.NEWGATEMEDIA.COM,EDITORIAL,,,,PRIVADO
-34.60943497,-58.38582446,1084,NISEOS EDITORIAL DE HISTORIA MILITAR,DE MAYO AV.,1370,PISO 9 DPTO 233,DE MAYO AV. 1370,MONSERRAT,COMUNA 01,1085,C1085ABQ,,4384-0243,INFO@NISEOS.COM.AR,WWW.NISEOS.COM.AR,EDITORIAL,,,,PRIVADO
-34.60007588,-58.37537091,1086,NOBUKO,FLORIDA,683,,FLORIDA 683,SAN NICOLAS,COMUNA 01,1005,C1005AAM,,4314-6303,,WWW.CP67.COM,EDITORIAL,,,,PRIVADO
-34.62000386,-58.38868627,1995,NUESTRA AMERICA,"CALVO, CARLOS",1599,,"CALVO, CARLOS 1599",CONSTITUCION,COMUNA 01,1102,C1102ABE,,4304-2791,LIBRERIA@NUESTRAMERICA.COM.AR,WWW.NUESTRAMERICA.COM.AR,LIBRERIA,,,GENERAL,PRIVADO
-34.60612569,-58.37502524,1996,NUEVA ERA LIBROS,FLORIDA,165,,FLORIDA 165,SAN NICOLAS,COMUNA 01,1005,C1005AAC,,4342-8009,DNUEVAERA@DNUEVAERA.COM.AR,,LIBRERIA,,,GENERAL,PRIVADO
-34.60824758,-58.39191837,1477,NUEVA ESCUELA,CALLAO AV.,67,,CALLAO AV. 67,SAN NICOLAS,COMUNA 01,1022,C1022AAA,LUNES A VIERNES DE 9 A 20,4371-4540 / 6476,,WWW.NUEVAESCUELA.NET,ESPACIO DE FORMACION (SEMINARIOS Y TALLERES),,,GENERAL,PRIVADO
-34.61839848,-58.3703095,826,NUEVA LIBRERIA,ESTADOS UNIDOS,301,,ESTADOS UNIDOS 301,SAN TELMO,COMUNA 01,1101,C1101AAG,,4362-9266,,WWW.NUEVALIBRERIA.COM.AR,LIBRERIA,,,GENERAL,PRIVADO
-34.62085313,-58.371443,1122,NUEVA SOCIEDAD - DEMOCRACIA Y POLITICA EN AMERICA LATINA,DEFENSA,1111,,DEFENSA 1111,SAN TELMO,COMUNA 01,1065,C1065AAU,,,DISTRIBUCION@NUSO.ROG,WWW.NUSO.ORG,EDITORIAL,,,,PRIVADO
-34.60470053,-58.37679672,1437,NUEVO ESTUDIO LA ESQUINA,SARMIENTO,722,PISO 4,SARMIENTO 722,SAN NICOLAS,COMUNA 01,1041,C1041AAP,,4394-9898,ESTUDIOLAESQUINA@GMAIL.COM,HTTP://ESTUDIOLAESQUINA.BLOGSPOT.COM.AR,MILONGA Y/O TANGUERIA,,,GENERAL,PRIVADO
-34.60394095,-58.38421859,1999,OBEL LIBROS,CORRIENTES AV.,1230,,CORRIENTES AV. 1230,SAN NICOLAS,COMUNA 01,1043,C1043AAZ,,4382-3190,OBELLIBROS@YAHOO.COM.AR,,LIBRERIA,,,GENERAL,PRIVADO
-34.60546342,-58.38906583,924,ONDA LATINA AM 1010,SARMIENTO,1586,PISO 6 DPTO E,SARMIENTO 1586,SAN NICOLAS,COMUNA 01,1042,C1042ABD,,4372-2841/3061,CONTACTOAM1010@YAHOO.COM.AR,WWW.AM1010ONDALATINA.COM.AR,RADIO LOCAL (AM Y FM),,,GENERAL,PRIVADO
-34.60362977,-58.37894337,207,OPERA CITI,CORRIENTES AV.,860,,CORRIENTES AV. 860,SAN NICOLAS,COMUNA 01,1043,C1043AAV,,,,WWW.OPERACITI.COM.AR,"ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)",,,GENERAL,PRIVADO
-34.59839079,-58.37222431,799,OPUS 4 PRODUCCIONES,CORDOBA AV.,347,PISO 9 DPTO A,CORDOBA AV. 347,RETIRO,COMUNA 01,1054,C1054AAC,LUNES A JUEVES DE 9:00 A 15:00 VIERNES DE 10:00 A 17:00,4312-4130,,,SELLO DISCOGRAFICO,,,GENERAL,PRIVADO
-34.6006188,-58.38825909,1090,OSMAR BUYATTI LIBRERIA EDITORIAL,VIAMONTE,1509,,VIAMONTE 1509,SAN NICOLAS,COMUNA 01,1055,C1055ABC,,4371-2512,INFO@OSMARBUYATTI.COM,WWW.OSMARBUYATTI.COM,EDITORIAL,,,GENERAL,PRIVADO
-34.61814953,-58.3899932,1041,PAIDOS GRUPO PLANETA,INDEPENDENCIA AV.,1682,,INDEPENDENCIA AV. 1682,CONSTITUCION,COMUNA 01,1100,C1100ABQ,,4124-9100,,WWW.PAIDOSARGENTINA.COM.AR,EDITORIAL,,,,PRIVADO
-34.59207728,-58.37889132,395,PALATINA GALERIA DE ARTE,ARROYO,821,,ARROYO 821,RETIRO,COMUNA 01,1007,C1007AAA,LUNES A VIERNES DE 10:30 A 20:00 SABADOS DE 10:00 A 13:00,4327-0620,,,GALERIA DE ARTE,,,GENERAL,PRIVADO
-34.59756957,-58.38418825,2002,PAMPEANA,LIBERTAD,948,,LIBERTAD 948,RETIRO,COMUNA 01,1012,C1012AAT,,4816-6057,,,LIBRERIA,,,GENERAL,PRIVADO
-34.60439518,-58.39022028,238,PASEO LA PLAZA,CORRIENTES AV.,1660,,CORRIENTES AV. 1660,SAN NICOLAS,COMUNA 01,1042,C1042AAP,,6320-5300,CONTACTO@PASEOLAPLAZA.COM.AR,WWW.PASEOLAPLAZA.COM.AR,"ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)",,,GENERAL,PRIVADO
-34.61259471,-58.37509597,995,PEARSON EDUCACION,BELGRANO AV.,615,PISO 11,BELGRANO AV. 615,MONSERRAT,COMUNA 01,1092,C1092AAG,,4309-6100,PEARSONARGENTINA@PEARSON.COM,WWW.PEARSONEDUCACION.NET,EDITORIAL,,,,PRIVADO
-34.60240394,-58.38375291,145,PETIT COLON,LIBERTAD,505,,LIBERTAD 505,SAN NICOLAS,COMUNA 01,1012,C1012AAK,LUNES A DOMINGOS DE 7:00 A 23:00,4382-7306,,,BAR NOTABLE,,,GENERAL,PRIVADO
-34.60612569,-58.37502524,1074,PIAZZOLLA TANGO,FLORIDA,165,,FLORIDA 165,SAN NICOLAS,COMUNA 01,1005,C1005AAC,LUNES A DOMINGOS DE 9:00 A 22:00,4344-8201/2 // 0810-333-TANGO (82646),INFO@PIAZZOLLATANGO.COM,WWW.PIAZZOLLATANGOSHOW.COM/INDEX.PHP?IDIDIOMA_SESSION=1,MILONGA Y/O TANGUERIA,,,GENERAL,PRIVADO
-34.60420524,-58.38815314,321,PICADILLY,CORRIENTES AV.,1524,,CORRIENTES AV. 1524,SAN NICOLAS,COMUNA 01,1042,C1042AAO,LUNES A DOMINGOS,4373-1900,,,"ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)",,,GENERAL,PRIVADO
-34.60889967,-58.37807213,2138,PICHIN,DE MAYO AV.,806,,DE MAYO AV. 806,MONSERRAT,COMUNA 01,1084,C1084AAQ,,,,,BAR IDENTIFICADO,,,,
-34.60121754,-58.38801994,997,PICHUCO RECORDS,PARANA,641,PISO 3 DPTO F,PARANA 641,SAN NICOLAS,COMUNA 01,1017,C1017AAM,,4374-6953,,WWW.PICHUCORECORDS.COM.AR,SELLO DISCOGRAFICO,,,GENERAL,PRIVADO
-34.60291657,-58.38515016,1356,PLATERO LIBRERIA,TALCAHUANO,485,,TALCAHUANO 485,SAN NICOLAS,COMUNA 01,1013,C1013AAI,,4382-2215,,WWW.LIBRERIADELPLATA.COM.AR,LIBRERIA,,,GENERAL,PRIVADO
-34.59577754,-58.37510475,158,PLAZA BAR,FLORIDA,1005,,FLORIDA 1005,RETIRO,COMUNA 01,1005,C1005AAU,LUNES A DOMINGOS DE 11:00 AL CIERRE,4318-3000,MHRS.BUEAR.RESTAURANTS@MARRIOTTHOTELS.COM,WWW.MARRIOTPLAZA.COM.AR,BAR NOTABLE,,,GENERAL,PRIVADO
-34.60338303,-58.38512522,2008,PORT,TALCAHUANO,447,,TALCAHUANO 447,SAN NICOLAS,COMUNA 01,1013,C1013AAI,,,,,LIBRERIA,,,GENERAL,PRIVADO
-34.61877333,-58.37588301,1341,PORTEÑA MIA,CHACABUCO,917,,CHACABUCO 917,SAN TELMO,COMUNA 01,1069,C1069AAS,,4361-7962,,WWW.ADDMYWEB.COM/PORTENIAMIA/INDEX.HTML,MILONGA Y/O TANGUERIA,,,GENERAL,PRIVADO
-34.59831733,-58.37532533,2009,PROLOGO,FLORIDA,835,,FLORIDA 835,RETIRO,COMUNA 01,1005,C1005AAQ,,4313-8870,LIBRERIAPROLOGOBSAS@HOTMAIL.COM,,LIBRERIA,,,GENERAL,PRIVADO
-34.62024327,-58.38439971,1358,"PROMETEO LIBROS. SUCURSAL SANTIAGO DEL ESTERO (CS. SOCIALES, UBA).",SANTIAGO DEL ESTERO,1029,,SANTIAGO DEL ESTERO 1029,CONSTITUCION,COMUNA 01,1075,C1075AAU,,,,,LIBRERIA,,,GENERAL,PRIVADO
-34.60445056,-58.39130584,2012,PUNTO Y APARTE,CORRIENTES AV.,1736,,CORRIENTES AV. 1736,SAN NICOLAS,COMUNA 01,1042,C1042AAQ,,,,,LIBRERIA,,,GENERAL,PRIVADO
-34.60156121,-58.37391174,964,RADIO ARGENTINA AM 570,SAN MARTIN,569,,SAN MARTIN 569,SAN NICOLAS,COMUNA 01,1004,C1004AAK,,4893-1701,INFO@AM570RADIOARGENTINA.COM.AR,WWW.AM570RADIOARGENTINA.COM.AR/RADIO_FRONT_SMS/HOME.PHP,RADIO LOCAL (AM Y FM),,,GENERAL,PRIVADO
-34.60502029,-58.37652258,969,RADIO CONCEPTO AM 730,MAIPU,267,PISO 7,MAIPU 267,SAN NICOLAS,COMUNA 01,1084,C1084ABE,,4136-1050,RADIO@CONCEPTOAM.COM.AR,WWW.CONCEPTOAM.COM.AR,RADIO LOCAL (AM Y FM),,,GENERAL,PRIVADO
-34.60821258,-58.37829806,896,RADIO CONTINENTAL AM 590,RIVADAVIA AV.,835,PB,RIVADAVIA AV. 835,SAN NICOLAS,COMUNA 01,1002,C1002AAG,,4338-4250,COMERCIAL@CONTINENTAL.COM.AR,WWW.CONTINENTAL.COM.AR,RADIO LOCAL (AM Y FM),,,GENERAL,PRIVADO
